order_id,order_date,product_id,product_name,sales
ES-2012-3947984,21-06-2012,OFF-LA-10002964,"Harbour Creations Shipping Labels, 5000 Label Set",24
MX-2012-103954,22-06-2012,FUR-TA-10004308,"Lesro Wood Table, Adjustable Height",1503
IN-2012-26099,22-06-2012,TEC-CO-10003506,"HP Fax Machine, Laser",1500
CA-2012-124975,22-06-2012,FUR-TA-10002645,Hon Rectangular Conference Tables,796
MX-2012-143112,22-06-2012,TEC-PH-10004404,"Samsung Headset, VoIP",440
ID-2012-56612,22-06-2012,OFF-AP-10003275,"KitchenAid Microwave, Silver",622
CA-2012-153423,22-06-2012,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,1218
IN-2012-46903,22-06-2012,TEC-PH-10002104,"Cisco Speaker Phone, Cordless",565
IN-2012-46903,22-06-2012,FUR-CH-10003009,"Novimex Swivel Stool, Adjustable",501
ES-2012-1607446,22-06-2012,FUR-BO-10001873,"Ikea Floating Shelf Set, Mobile",467
ES-2012-1607446,22-06-2012,TEC-MA-10001934,"StarTech Printer, Red",646
IN-2012-26099,22-06-2012,TEC-PH-10001585,"Nokia Signal Booster, Cordless",418
MX-2012-106243,22-06-2012,FUR-TA-10000750,"Hon Round Table, Fully Assembled",552
ES-2012-1607446,22-06-2012,TEC-CO-10004558,"HP Ink, High-Speed",431
ES-2012-5836794,22-06-2012,OFF-ST-10003446,"Smead Trays, Single Width",131
MX-2012-113523,22-06-2012,TEC-CO-10004981,"Sharp Personal Copier, Laser",160
IN-2012-37474,22-06-2012,TEC-AC-10000483,"SanDisk Memory Card, Bluetooth",225
ES-2012-1103132,22-06-2012,OFF-SU-10003456,"Elite Letter Opener, Easy Grip",145
IN-2012-26099,22-06-2012,FUR-CH-10000608,"Office Star Chairmat, Set of Two",272
IN-2012-37474,22-06-2012,TEC-AC-10003217,"Enermax Keyboard, USB",167
IN-2012-26099,22-06-2012,TEC-PH-10000730,"Samsung Office Telephone, VoIP",196
IN-2012-14640,22-06-2012,FUR-BO-10003384,"Ikea Corner Shelving, Traditional",222
ES-2012-5836794,22-06-2012,OFF-BI-10003616,"Avery Binding Machine, Clear",48
IN-2012-37474,22-06-2012,OFF-PA-10003899,"SanDisk Memo Slips, Premium",51
IN-2012-37474,22-06-2012,TEC-MA-10003330,"Panasonic Receipt Printer, Wireless",121
IN-2012-14640,22-06-2012,OFF-SU-10001686,"Kleencut Trimmer, Easy Grip",77
IN-2012-46903,22-06-2012,OFF-BI-10003806,"Avery Index Tab, Clear",44
IN-2012-37474,22-06-2012,OFF-FA-10000027,"Stockwell Rubber Bands, Bulk Pack",48
MX-2012-106880,22-06-2012,OFF-SU-10001132,"Fiskars Trimmer, Serrated",52
UP-2012-2810,22-06-2012,OFF-ACC-10002343,"Acco 3-Hole Punch, Durable",32
MX-2012-103954,22-06-2012,OFF-AR-10000150,"Boston Pens, Water Color",23
IN-2012-46903,22-06-2012,OFF-SU-10004705,"Fiskars Ruler, Serrated",33
MX-2012-143112,22-06-2012,OFF-AR-10001072,"Sanford Pens, Fluorescent",8
MX-2012-143112,22-06-2012,OFF-EN-10000338,"Kraft Mailers, Recycled",24
SO-2012-7640,22-06-2012,OFF-AVE-10001473,"Avery Legal Exhibit Labels, Laser Printer Compatible",11
ID-2012-57655,22-06-2012,OFF-LA-10001672,"Avery Legal Exhibit Labels, Alphabetical",12
MX-2012-106880,22-06-2012,OFF-BI-10002715,"Avery Index Tab, Clear",8
IZ-2012-4210,22-06-2012,OFF-WIL-10001889,"Wilson Jones Hole Reinforcements, Economy",5
ES-2012-5708011,22-06-2012,OFF-AR-10003031,"Binney & Smith Pens, Fluorescent",26
CA-2012-128167,22-06-2012,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",5
IT-2012-5541212,23-06-2012,FUR-BO-10000170,"Safco Library with Doors, Mobile",1765
KE-2012-5260,23-06-2012,TEC-HP -10004149,"HP Copy Machine, Color",968
CG-2012-6410,23-06-2012,OFF-BRE-10001107,"Breville Stove, Red",562
CA-2012-122826,23-06-2012,TEC-PH-10004830,Pyle PRT45 Retro Home Telephone,202
MO-2012-1020,23-06-2012,OFF-SAN-10004824,"Sanford Pencil Sharpener, Water Color",104
IT-2012-5541212,23-06-2012,OFF-AP-10002229,"KitchenAid Coffee Grinder, Red",190
ES-2012-5436698,23-06-2012,OFF-PA-10004160,"SanDisk Note Cards, Premium",89
KE-2012-4100,23-06-2012,TEC-KON-10003726,"Konica Card Printer, Wireless",175
CA-2012-139164,23-06-2012,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",218
US-2012-138065,23-06-2012,FUR-BO-10001585,"Ikea Floating Shelf Set, Traditional",136
CA-2012-139164,23-06-2012,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,144
ES-2012-5436698,23-06-2012,OFF-ST-10003990,"Smead Folders, Single Width",47
MO-2012-1020,23-06-2012,OFF-ELI-10004427,"Elite Box Cutter, Serrated",63
CA-2012-106187,23-06-2012,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,166
US-2012-124009,23-06-2012,OFF-EN-10001755,"Ames Interoffice Envelope, Set of 50",18
ES-2012-1838775,23-06-2012,OFF-BI-10002570,"Cardinal 3-Hole Punch, Clear",85
IN-2012-40449,23-06-2012,OFF-AP-10001130,"Breville Toaster, Black",152
US-2012-124009,23-06-2012,OFF-LA-10002295,"Novimex Shipping Labels, Alphabetical",13
CA-2012-106187,23-06-2012,TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,75
MX-2012-116610,23-06-2012,OFF-ST-10000836,"Tenex Trays, Blue",36
TU-2012-9080,23-06-2012,TEC-EPS-10001323,"Epson Calculator, Wireless",37
TU-2012-5470,23-06-2012,OFF-SAN-10001345,"Sanford Canvas, Water Color",21
TU-2012-9080,23-06-2012,OFF-SAN-10003393,"SanDisk Cards & Envelopes, Recycled",39
KE-2012-4100,23-06-2012,OFF-EAT-10000522,"Eaton Computer Printout Paper, Multicolor",28
MX-2012-116610,23-06-2012,OFF-PA-10002219,"SanDisk Parchment Paper, Multicolor",48
US-2012-153241,23-06-2012,OFF-BI-10004470,"Wilson Jones Index Tab, Durable",19
CA-2012-106187,23-06-2012,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27
TU-2012-450,23-06-2012,OFF-BIN-10002061,"Binney & Smith Sketch Pad, Blue",19
TU-2012-9080,23-06-2012,OFF-ACC-10001703,"Acco Binder, Recycled",6
CA-2012-139164,23-06-2012,OFF-FA-10003059,Assorted Color Push Pins,5
US-2012-116981,24-06-2012,FUR-CH-10001455,"Office Star Swivel Stool, Adjustable",188
IN-2012-63458,24-06-2012,OFF-AR-10001850,"BIC Highlighters, Fluorescent",101
US-2012-116981,24-06-2012,OFF-EN-10001832,"Ames Mailers, with clear poly window",21
IN-2012-63458,24-06-2012,OFF-LA-10001185,"Harbour Creations Round Labels, 5000 Label Set",21
SA-2012-730,25-06-2012,FUR-BAR-10002449,"Barricks Training Table, Adjustable Height",2564
ES-2012-3290357,25-06-2012,TEC-MA-10000161,"Okidata Inkjet, Wireless",2199
IN-2012-67084,25-06-2012,TEC-AC-10000420,"Belkin Router, USB",1036
ID-2012-66503,25-06-2012,TEC-MA-10004172,"Konica Printer, Red",1320
YM-2012-3890,25-06-2012,TEC-EPS-10004111,"Epson Inkjet, Wireless",370
ES-2012-3840924,25-06-2012,FUR-CH-10002085,"Novimex Steel Folding Chair, Red",444
IN-2012-13961,25-06-2012,OFF-ST-10002650,"Fellowes Lockers, Wire Frame",743
ES-2012-3603495,25-06-2012,OFF-BI-10003068,"Ibico Binding Machine, Durable",370
ID-2012-11987,25-06-2012,FUR-FU-10001942,"Eldon Frame, Duo Pack",425
IT-2012-1698939,25-06-2012,FUR-FU-10004097,"Advantus Door Stop, Duo Pack",158
US-2012-143756,25-06-2012,TEC-AC-10004241,"Logitech Keyboard, USB",271
IN-2012-70087,25-06-2012,TEC-AC-10002172,"Memorex Keyboard, Programmable",232
ID-2012-66503,25-06-2012,FUR-TA-10003518,"Chromcraft Training Table, Fully Assembled",302
ES-2012-4848943,25-06-2012,OFF-ST-10003995,"Eldon File Cart, Single Width",345
IN-2012-44096,25-06-2012,FUR-BO-10001708,"Safco Stackable Bookrack, Pine",545
IN-2012-13961,25-06-2012,TEC-AC-10000742,"SanDisk Flash Drive, Erganomic",168
TU-2012-200,25-06-2012,TEC-NOK-10001282,"Nokia Signal Booster, with Caller ID",437
ES-2012-1113757,25-06-2012,TEC-AC-10004883,"Enermax Keyboard, Programmable",255
US-2012-113649,25-06-2012,OFF-ST-10004532,"Tenex File Cart, Single Width",161
CA-2012-119690,25-06-2012,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",75
ES-2012-3290357,25-06-2012,FUR-CH-10001553,"Hon Bag Chairs, Adjustable",333
ES-2012-3846568,25-06-2012,TEC-CO-10003525,"Sharp Ink, Color",189
IN-2012-67791,25-06-2012,OFF-ST-10004576,"Rogers File Cart, Single Width",142
MX-2012-143826,25-06-2012,OFF-ST-10004638,"Eldon File Cart, Blue",169
IN-2012-71340,25-06-2012,OFF-SU-10000207,"Kleencut Box Cutter, High Speed",69
CA-2012-115945,25-06-2012,OFF-ST-10001963,Tennsco Regal Shelving Units,304
IN-2012-71340,25-06-2012,OFF-FA-10004659,"Stockwell Thumb Tacks, 12 Pack",39
CA-2012-119690,25-06-2012,OFF-PA-10001019,Xerox 1884,48
CA-2012-2020,25-06-2012,OFF-WIL-10002772,"Wilson Jones 3-Hole Punch, Durable",118
CA-2012-137750,25-06-2012,FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,205
CA-2012-9840,25-06-2012,OFF-BIC-10003841,"BIC Canvas, Water Color",114
IN-2012-42367,25-06-2012,OFF-EN-10003413,"Jiffy Interoffice Envelope, with clear poly window",250
CA-2012-127110,25-06-2012,OFF-ST-10002554,Tennsco Industrial Shelving,78
TU-2012-200,25-06-2012,TEC-HEW-10004522,"Hewlett Copy Machine, Color",106
ES-2012-3840924,25-06-2012,OFF-SU-10003267,"Stiletto Scissors, Easy Grip",76
IN-2012-70087,25-06-2012,OFF-BI-10000348,"Cardinal Index Tab, Durable",32
ES-2012-1128541,25-06-2012,OFF-AR-10001607,"Stanley Pencil Sharpener, Water Color",112
US-2012-143756,25-06-2012,OFF-EN-10004909,"GlobeWeis Peel and Seal, Recycled",43
MX-2012-145009,25-06-2012,OFF-ST-10000560,"Fellowes Trays, Industrial",116
CA-2012-115945,25-06-2012,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",89
ES-2012-1128541,25-06-2012,OFF-BI-10001643,"Acco Binder, Recycled",124
ES-2012-1439705,25-06-2012,OFF-BI-10002354,"Acco Binder, Clear",39
ES-2012-1128541,25-06-2012,OFF-EN-10004571,"Ames Peel and Seal, with clear poly window",89
CA-2012-127110,25-06-2012,OFF-PA-10003309,Xerox 211,31
ID-2012-11987,25-06-2012,OFF-EN-10003715,"Kraft Manila Envelope, Set of 50",22
IN-2012-44096,25-06-2012,OFF-SU-10002306,"Elite Scissors, Steel",178
ES-2012-1439705,25-06-2012,OFF-AR-10004884,"Sanford Pens, Fluorescent",22
IN-2012-10601,25-06-2012,OFF-FA-10001702,"Advantus Push Pins, 12 Pack",28
TU-2012-200,25-06-2012,OFF-BOS-10001511,"Boston Canvas, Fluorescent",44
ES-2012-5853394,25-06-2012,OFF-BI-10004233,"Avery Index Tab, Economy",39
CA-2012-8880,25-06-2012,OFF-AME-10003180,"Ames Business Envelopes, Set of 50",18
CA-2012-115945,25-06-2012,OFF-AR-10004062,Staples,21
ES-2012-1128541,25-06-2012,OFF-ST-10001426,"Eldon Folders, Single Width",31
IN-2012-70087,25-06-2012,OFF-BI-10003309,"Wilson Jones Binder Covers, Clear",9
IN-2012-70087,25-06-2012,FUR-CH-10000825,"SAFCO Chairmat, Red",87
ES-2012-1128541,25-06-2012,OFF-FA-10004734,"Advantus Rubber Bands, Bulk Pack",17
CA-2012-119690,25-06-2012,OFF-LA-10001613,Avery File Folder Labels,5
TU-2012-200,25-06-2012,OFF-STO-10004495,"Stockwell Thumb Tacks, Bulk Pack",5
YM-2012-3890,25-06-2012,OFF-BOS-10002558,"Boston Pencil Sharpener, Easy-Erase",54
CA-2012-119690,25-06-2012,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1
ID-2012-48100,26-06-2012,TEC-PH-10003794,"Nokia Smart Phone, Full Size",1587
US-2012-108420,26-06-2012,TEC-CO-10001177,"HP Fax and Copier, Color",649
CA-2012-166583,26-06-2012,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,972
ES-2012-3185515,26-06-2012,TEC-CO-10003800,"Hewlett Wireless Fax, Color",763
US-2012-108420,26-06-2012,TEC-MA-10000772,"StarTech Printer, Red",304
ES-2012-5455334,26-06-2012,TEC-MA-10004609,"Okidata Inkjet, White",623
ID-2012-48100,26-06-2012,TEC-AC-10003753,"SanDisk Router, Programmable",273
SA-2012-3380,26-06-2012,OFF-HAM-10000312,"Hamilton Beach Refrigerator, Red",500
TU-2012-4900,26-06-2012,OFF-ELD-10001694,"Eldon File Cart, Single Width",205
CA-2012-115938,26-06-2012,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,333
CA-2012-115938,26-06-2012,OFF-BI-10001543,GBC VeloBinder Manual Binding System,144
ID-2012-48100,26-06-2012,TEC-MA-10001527,"Panasonic Calculator, White",202
MX-2012-153612,26-06-2012,FUR-BO-10001646,"Safco Corner Shelving, Metal",159
ES-2012-4904223,26-06-2012,TEC-PH-10003770,"Apple Speaker Phone, Full Size",125
ID-2012-48100,26-06-2012,OFF-AR-10002681,"Boston Sketch Pad, Fluorescent",182
SF-2012-310,26-06-2012,OFF-IBI-10002637,"Ibico Binding Machine, Durable",106
SF-2012-1390,26-06-2012,TEC-NOK-10001282,"Nokia Signal Booster, with Caller ID",273
ES-2012-5455334,26-06-2012,FUR-CH-10001051,"Hon Chairmat, Red",150
ID-2012-54911,26-06-2012,OFF-SU-10003803,"Acme Trimmer, Steel",119
ID-2012-54911,26-06-2012,TEC-AC-10002014,"Belkin Flash Drive, USB",152
ES-2012-4192199,26-06-2012,OFF-LA-10000039,"Smead Legal Exhibit Labels, Adjustable",27
SA-2012-3380,26-06-2012,OFF-WIL-10000164,"Wilson Jones Binding Machine, Durable",101
IN-2012-22466,26-06-2012,OFF-PA-10003805,"Eaton Note Cards, Multicolor",123
SA-2012-3380,26-06-2012,OFF-IBI-10002637,"Ibico Binding Machine, Durable",53
IN-2012-66384,26-06-2012,FUR-FU-10001507,"Rubbermaid Light Bulb, Duo Pack",69
CA-2012-125395,26-06-2012,TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,42
ID-2012-54911,26-06-2012,OFF-SU-10001573,"Kleencut Shears, Serrated",39
CA-2012-143882,26-06-2012,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),43
ES-2012-4192199,26-06-2012,OFF-AR-10001482,"Stanley Markers, Easy-Erase",22
ID-2012-83331,26-06-2012,TEC-AC-10004604,"SanDisk Mouse, Bluetooth",46
IZ-2012-3760,26-06-2012,OFF-IBI-10000099,"Ibico Binder, Clear",30
MX-2012-153612,26-06-2012,OFF-BI-10003653,"Avery 3-Hole Punch, Durable",39
SA-2012-3380,26-06-2012,OFF-STA-10003956,"Stanley Pens, Blue",40
ID-2012-48100,26-06-2012,OFF-FA-10000294,"Advantus Clamps, Metal",21
EG-2012-6420,26-06-2012,OFF-SAN-10001295,"Sanford Pencil Sharpener, Water Color",116
ES-2012-3185515,26-06-2012,FUR-TA-10001744,"Lesro Coffee Table, Adjustable Height",508
ES-2012-4904223,26-06-2012,OFF-ST-10001195,"Smead Box, Wire Frame",18
CA-2012-115938,26-06-2012,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",15
CA-2012-115938,26-06-2012,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43
ID-2012-48100,26-06-2012,OFF-ST-10001214,"Smead Box, Industrial",9
IR-2012-9350,26-06-2012,OFF-SME-10004518,"Smead Legal Exhibit Labels, Laser Printer Compatible",22
IR-2012-9350,26-06-2012,OFF-HON-10001132,"Hon Round Labels, Adjustable",5
IN-2012-66531,27-06-2012,TEC-PH-10000303,"Samsung Smart Phone, VoIP",1272
IN-2012-72229,27-06-2012,OFF-ST-10001755,"Smead Lockers, Single Width",714
IN-2012-72229,27-06-2012,TEC-MA-10004421,"Konica Inkjet, Wireless",847
IN-2012-72229,27-06-2012,TEC-PH-10000499,"Motorola Smart Phone, Full Size",578
IN-2012-60371,27-06-2012,TEC-CO-10000778,"Sharp Fax and Copier, Color",340
ES-2012-1191624,27-06-2012,TEC-CO-10001375,"Brother Copy Machine, Color",673
MZ-2012-1580,27-06-2012,FUR-BUS-10004854,"Bush Floating Shelf Set, Pine",690
IN-2012-72229,27-06-2012,TEC-AC-10002255,"Memorex Keyboard, Erganomic",560
MX-2012-134712,27-06-2012,TEC-MA-10003366,"Epson Card Printer, White",449
IN-2012-42045,27-06-2012,FUR-BO-10003408,"Ikea 3-Shelf Cabinet, Metal",426
IN-2012-72229,27-06-2012,TEC-CO-10001157,"Hewlett Personal Copier, Color",262
LE-2012-4400,27-06-2012,FUR-OFF-10004214,"Office Star Executive Leather Armchair, Red",470
US-2012-154879,27-06-2012,OFF-AP-10001458,"KitchenAid Blender, Black",236
US-2012-154879,27-06-2012,FUR-BO-10003106,"Sauder Corner Shelving, Metal",117
MX-2012-112466,27-06-2012,FUR-BO-10000411,"Sauder Floating Shelf Set, Metal",207
IN-2012-60371,27-06-2012,TEC-PH-10001917,"Apple Signal Booster, Cordless",140
MX-2012-134712,27-06-2012,OFF-BI-10001324,"Acco 3-Hole Punch, Economy",120
MX-2012-149461,27-06-2012,TEC-PH-10001587,"Apple Headset, Cordless",152
US-2012-154879,27-06-2012,TEC-AC-10001055,"Enermax Numeric Keypad, Bluetooth",92
MX-2012-114300,27-06-2012,OFF-ST-10000028,"Rogers Shelving, Blue",83
ES-2012-1191624,27-06-2012,OFF-ST-10004695,"Fellowes File Cart, Blue",247
IN-2012-37362,27-06-2012,OFF-BI-10003779,"Cardinal 3-Hole Punch, Durable",182
US-2012-154879,27-06-2012,TEC-PH-10003522,"Apple Headset, Full Size",60
TU-2012-8070,27-06-2012,FUR-ELD-10003828,"Eldon Light Bulb, Erganomic",38
ES-2012-5207465,27-06-2012,TEC-MA-10000473,"Konica Phone, Red",142
US-2012-154879,27-06-2012,OFF-EN-10004568,"Kraft Business Envelopes, Set of 50",40
IN-2012-52076,27-06-2012,FUR-CH-10000117,"Novimex Steel Folding Chair, Black",80
IN-2012-42045,27-06-2012,OFF-AR-10003446,"BIC Highlighters, Water Color",44
IN-2012-72229,27-06-2012,FUR-FU-10002803,"Deflect-O Stacking Tray, Erganomic",65
MZ-2012-1580,27-06-2012,OFF-ACM-10000476,"Acme Letter Opener, Easy Grip",64
ES-2012-5207465,27-06-2012,OFF-ST-10000875,"Smead Shelving, Single Width",88
MX-2012-149461,27-06-2012,OFF-BI-10004177,"Wilson Jones 3-Hole Punch, Durable",59
IN-2012-52076,27-06-2012,OFF-BI-10002627,"Avery Binder Covers, Economy",55
MZ-2012-1580,27-06-2012,OFF-BIN-10002061,"Binney & Smith Sketch Pad, Blue",46
IT-2012-5085527,27-06-2012,OFF-AR-10000584,"Sanford Pencil Sharpener, Water Color",15
US-2012-147872,27-06-2012,OFF-ST-10000442,"Rogers Box, Wire Frame",18
ES-2012-1191624,27-06-2012,OFF-BI-10000620,"Wilson Jones Index Tab, Economy",26
MX-2012-134712,27-06-2012,OFF-FA-10001567,"Advantus Paper Clips, Bulk Pack",19
TU-2012-8070,27-06-2012,OFF-TEN-10001129,"Tenex Shelving, Blue",22
EG-2012-1850,27-06-2012,OFF-SME-10000335,"Smead Box, Wire Frame",20
EG-2012-1850,27-06-2012,OFF-SME-10002870,"Smead Legal Exhibit Labels, Alphabetical",22
IR-2012-1150,27-06-2012,OFF-HAR-10000501,"Harbour Creations File Folder Labels, Laser Printer Compatible",9
MX-2012-128615,27-06-2012,OFF-LA-10000990,"Harbour Creations Legal Exhibit Labels, Alphabetical",29
MX-2012-134712,27-06-2012,TEC-AC-10004379,"Memorex Flash Drive, Bluetooth",20
MX-2012-149461,27-06-2012,OFF-LA-10000334,"Hon Shipping Labels, Alphabetical",7
ES-2012-3241112,28-06-2012,FUR-CH-10000685,"Hon Executive Leather Armchair, Black",823
CA-2012-112144,28-06-2012,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,622
IS-2012-2100,28-06-2012,OFF-HAM-10001107,"Hamilton Beach Refrigerator, Silver",501
ES-2012-3699074,28-06-2012,TEC-PH-10004882,"Nokia Office Telephone, VoIP",196
IN-2012-13345,28-06-2012,FUR-BO-10002390,"Ikea Library with Doors, Metal",726
MX-2012-134446,28-06-2012,OFF-ST-10003718,"Fellowes Shelving, Single Width",116
ID-2012-39749,28-06-2012,OFF-AR-10004749,"BIC Canvas, Blue",290
ES-2012-3241112,28-06-2012,OFF-SU-10001909,"Fiskars Scissors, Steel",284
CA-2012-162950,28-06-2012,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",483
CA-2012-103772,28-06-2012,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",141
ES-2012-3229508,28-06-2012,OFF-BI-10000323,"Wilson Jones 3-Hole Punch, Clear",82
CA-2012-103772,28-06-2012,OFF-BI-10002867,GBC Recycled Regency Composition Covers,120
ES-2012-1475595,28-06-2012,OFF-AR-10004519,"Boston Canvas, Fluorescent",110
IN-2012-81637,28-06-2012,OFF-EN-10002491,"GlobeWeis Mailers, Recycled",45
ES-2012-1475595,28-06-2012,OFF-ST-10000988,"Fellowes Folders, Blue",48
MX-2012-107174,28-06-2012,OFF-PA-10002818,"Enermax Parchment Paper, Premium",51
IT-2012-4642813,28-06-2012,OFF-AR-10000980,"Sanford Pencil Sharpener, Water Color",39
MX-2012-134789,28-06-2012,OFF-FA-10003961,"Advantus Rubber Bands, Assorted Sizes",19
IS-2012-2100,28-06-2012,OFF-STA-10001895,"Stanley Pens, Easy-Erase",21
TU-2012-7900,28-06-2012,OFF-IBI-10003191,"Ibico 3-Hole Punch, Durable",26
CA-2012-112144,28-06-2012,OFF-LA-10000443,Avery 501,6
MX-2012-107174,28-06-2012,OFF-FA-10004626,"Advantus Staples, Assorted Sizes",6
MX-2012-107174,28-06-2012,OFF-LA-10002015,"Hon Round Labels, Alphabetical",4
CA-2012-162950,28-06-2012,OFF-PA-10003177,Xerox 1999,16
CA-2012-5670,29-06-2012,TEC-HEW-10003829,"Hewlett Wireless Fax, High-Speed",1514
MX-2012-145352,29-06-2012,FUR-BO-10001201,"Bush Stackable Bookrack, Mobile",461
ID-2012-52979,29-06-2012,FUR-TA-10003222,"Barricks Wood Table, with Bottom Storage",1086
ID-2012-33743,29-06-2012,OFF-ST-10002066,"Smead File Cart, Blue",529
ES-2012-3944475,29-06-2012,FUR-CH-10004047,"SAFCO Rocking Chair, Adjustable",769
ES-2012-1420387,29-06-2012,TEC-PH-10002419,"Motorola Headset, Cordless",446
ES-2012-5776825,29-06-2012,TEC-CO-10004089,"Canon Copy Machine, Laser",944
CA-2012-5670,29-06-2012,OFF-HOO-10000445,"Hoover Refrigerator, Black",526
ES-2012-1211810,29-06-2012,OFF-ST-10002175,"Fellowes Lockers, Single Width",560
ID-2012-45363,29-06-2012,TEC-CO-10001766,"Canon Fax Machine, Digital",620
MX-2012-147312,29-06-2012,FUR-CH-10000788,"Hon Rocking Chair, Adjustable",177
IN-2012-40785,29-06-2012,FUR-FU-10001410,"Tenex Clock, Durable",248
ES-2012-1441306,29-06-2012,TEC-AC-10002263,"SanDisk Memory Card, Bluetooth",225
MX-2012-162922,29-06-2012,OFF-ST-10001374,"Rogers Trays, Wire Frame",243
TU-2012-3810,29-06-2012,FUR-RUB-10003724,"Rubbermaid Frame, Duo Pack",176
CA-2012-165799,29-06-2012,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,118
ES-2012-3471823,29-06-2012,TEC-PH-10001664,"Motorola Office Telephone, VoIP",216
MX-2012-138072,29-06-2012,OFF-AR-10001694,"Sanford Canvas, Blue",101
ES-2012-3944475,29-06-2012,TEC-CO-10002601,"Brother Fax and Copier, Digital",344
ES-2012-3471823,29-06-2012,FUR-CH-10002053,"Novimex Chairmat, Set of Two",293
CA-2012-5670,29-06-2012,TEC-MEM-10002919,"Memorex Flash Drive, USB",118
IN-2012-47757,29-06-2012,OFF-ST-10004668,"Smead Trays, Industrial",147
IN-2012-16166,29-06-2012,OFF-ST-10000287,"Rogers Box, Blue",120
US-2012-100069,29-06-2012,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,270
ID-2012-45363,29-06-2012,TEC-MA-10003796,"Konica Calculator, Durable",194
ES-2012-3471823,29-06-2012,OFF-AR-10000727,"Stanley Canvas, Easy-Erase",99
ID-2012-33743,29-06-2012,FUR-FU-10003451,"Eldon Frame, Black",85
ID-2012-52979,29-06-2012,OFF-PA-10002022,"Xerox Message Books, 8.5 x 11",74
MX-2012-147312,29-06-2012,OFF-EN-10004560,"Cameo Business Envelopes, Security-Tint",45
ES-2012-3944475,29-06-2012,FUR-FU-10000907,"Eldon Clock, Duo Pack",153
ES-2012-1420387,29-06-2012,OFF-EN-10003737,"Kraft Business Envelopes, Set of 50",60
IN-2012-47757,29-06-2012,OFF-SU-10001689,"Acme Box Cutter, Easy Grip",79
ID-2012-52979,29-06-2012,OFF-SU-10002161,"Elite Ruler, Steel",66
IS-2012-7190,29-06-2012,OFF-ELD-10003918,"Eldon Folders, Wire Frame",32
ES-2012-1441306,29-06-2012,OFF-FA-10000520,"Stockwell Paper Clips, Bulk Pack",41
MX-2012-162922,29-06-2012,FUR-CH-10004725,"Office Star Bag Chairs, Set of Two",77
ID-2012-45363,29-06-2012,OFF-BI-10001293,"Acco 3-Hole Punch, Clear",75
MX-2012-138072,29-06-2012,OFF-SU-10004655,"Stiletto Trimmer, Steel",56
IS-2012-7190,29-06-2012,OFF-ACC-10001703,"Acco Binder, Recycled",16
ID-2012-41030,29-06-2012,FUR-CH-10004387,"Office Star Bag Chairs, Red",33
ES-2012-3944475,29-06-2012,OFF-ST-10001142,"Smead Folders, Wire Frame",53
ES-2012-5776825,29-06-2012,OFF-ST-10000520,"Eldon Folders, Blue",68
SY-2012-7380,29-06-2012,OFF-SAN-10002484,"Sanford Canvas, Blue",101
MX-2012-145352,29-06-2012,FUR-FU-10004598,"Deflect-O Stacking Tray, Durable",20
US-2012-102001,29-06-2012,OFF-BI-10000423,"Acco 3-Hole Punch, Recycled",49
ES-2012-5776825,29-06-2012,OFF-ST-10004317,"Smead Folders, Blue",56
ES-2012-3944475,29-06-2012,OFF-BI-10003650,"Ibico Index Tab, Clear",56
ES-2012-3944475,29-06-2012,OFF-AR-10001176,"Sanford Pens, Water Color",64
MX-2012-162922,29-06-2012,OFF-LA-10000765,"Smead Legal Exhibit Labels, 5000 Label Set",23
CA-2012-5670,29-06-2012,OFF-CAR-10000319,"Cardinal Binder Covers, Recycled",12
US-2012-141684,29-06-2012,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",25
TU-2012-3780,29-06-2012,OFF-SAN-10000931,"SanDisk Message Books, 8.5 x 11",11
IT-2012-2848370,29-06-2012,OFF-BI-10001124,"Ibico Binder Covers, Clear",13
